1234;;;Pas d'outil disponible et c'est une porte à code…
1246;;;Il faudrait être bon en apnée…
1248;;;Il faudrait être bon en apnée…
1250;;;La porte est vérrouillée avec un code, voir énigme 14
1257;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
1290;;;La porte est vérrouillée avec un code, voir énigme 12
1325;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
1326;;;La salle est completement immergée.
1329;;;Il s'agit d'une barre de fer solide…
1523;;;Cette porte est verrouillée par un mécanisme inaccessible.
1527;;;Le conduit emet un gaz toxique par une fuite sur son tuyau...
1638;;;Le conduit emet un gaz toxique par une fuite sur son tuyau...
1639;;;Le conduit emet un gaz toxique par une fuite sur son tuyau...
1734;;;Inefficace
1745;;;Oui, mais avec un outil…
2137;;;La porte ne s'ouvre que si l'on tape le bon code…
2139;;;Cette porte est verrouillée par un mécanisme inaccessible.
2413;;;Il s'agit d'une barre de fer solide…
2416;;;La porte est vérrouillée avec un code, voir énigme 14
2417;;;Il s'agit d'une barre de fer solide…
2418;;;Il s'agit d'une barre de fer solide…
2613;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
2619;;;Cette porte est verrouillée par un mécanisme inaccessible.
2631;;;La porte est vérrouillée avec un code, voir énigme 14
2634;;;Une porte de sécurité, lourdement verrouillée...
2637;;;Cette écriture doit être du russe…
2639;;;La porte ne s'ouvre que si l'on tape le bon code…
2714;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
2912;;;Malgré differentes manipulations, la fuite persiste….
2913;;;Le conduit emet un gaz toxique par une fuite sur son tuyau...
3124;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
3128;;;Malgré differentes manipulations, la fuite persiste….
3216;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
3219;;;Malgré differentes manipulations, la fuite persiste….
3514;;;La porte est verrouillée par un code. La carte au mur doit être un indice. Prenez l'enigme 15
3647;;;Malgré differentes manipulations, la fuite persiste….
3715;;;La porte est vérrouillée avec un code, voir énigme 12
4138;;;La porte est vérrouillée avec un code, voir énigme 12
4157;;;Malgré differentes manipulations, la fuite persiste….
4176;;;La porte est vérrouillée avec un code, voir énigme 12
4189;;;Cette écriture doit être du russe…
4205;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
4230;;;ça ne marche pas…
4236;;;Cette porte est verrouillée par un mécanisme inaccessible.
4239;;;La porte est vérrouillée avec un code, voir énigme 14
4259;;;Le conduit emet un gaz toxique par une fuite sur son tuyau...
4302;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
4308;;;Il s'agit d'une barre de fer solide…
4309;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
4319;;;Pas possible
4326;;;Il s'agit d'une barre de fer solide…
4327;;;Ce charriot contient des éléments interessants : Prenez les objets 11,13 et 21. Jetez l'objet 16.
4329;;;Il s'agit d'une barre de fer solide…
4501;;;Il s'agit d'une barre de fer solide…
4513;;;Il s'agit d'une barre de fer solide…
4517;;;On ne peux pas manipuler de l'eau…
4518;;;Cette porte est verrouillée par un mécanisme inaccessible.
4521;;;Il y a bien ces barres en haut mais il faut une certaine force
4526;;;On ne peux pas manipuler de l'eau…
4573;;;La manipulation est inefficace. Prenez l'enigme 15
4597;;;Il y a bien ces barres en haut mais il faut une certaine force
4619;;;Il y a bien ces barres en haut mais il faut une certaine force
4621;;;La porte est vérrouillée avec un code, voir énigme 14
4627;;;On ne peux pas manipuler de l'eau…
4630;;;Cette porte est verrouillée par un mécanisme inaccessible.
4631;;;On ne peux pas manipuler de l'eau…
4635;;;Cette porte est verrouillée par un mécanisme inaccessible.
4637;;;La porte est verrouillée par un code. La carte au mur doit être un indice. Prenez l'enigme 15
4650;;;Il y a bien ces barres en haut mais il faut une certaine force
